Rk,Squad,Comp,Num_Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G_plus_A,G_minus_PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG_plus_xAG,PrgC,PrgP,Gls_per90,Ast_per90,G_plus_A_per90,G_minus_PK_per90,G_plus_A_minus_PK_per90,xG_per90,xAG_per90,xG_plus_xAG_per90,npxG_per90,npxG_plus_xAG_per90,Season
46.0,Leicester City,Premier League,24.0,26.1,57.1,38.0,418.0,3420.0,38.0,65.0,48.0,113.0,60.0,5.0,7.0,43.0,3.0,62.2,56.7,44.9,101.6,739.0,1612.0,1.71,1.26,2.97,1.58,2.84,1.64,1.18,2.82,1.49,2.67,2019-2020
47.0,Levante,La Liga,29.0,27.7,48.3,38.0,418.0,3420.0,38.0,45.0,28.0,73.0,40.0,5.0,5.0,79.0,5.0,48.1,44.2,36.3,80.5,711.0,1358.0,1.18,0.74,1.92,1.05,1.79,1.27,0.95,2.22,1.16,2.12,2019-2020
48.0,Leverkusen,Bundesliga,24.0,26.1,63.2,34.0,374.0,3060.0,34.0,57.0,48.0,105.0,55.0,2.0,2.0,61.0,6.0,59.1,57.5,48.6,106.1,761.0,1471.0,1.68,1.41,3.09,1.62,3.03,1.74,1.43,3.17,1.69,3.12,2019-2020
49.0,Lille,Ligue 1,25.0,24.3,52.9,28.0,308.0,2520.0,28.0,35.0,25.0,60.0,30.0,5.0,8.0,51.0,3.0,40.3,34.0,24.5,58.5,544.0,1077.0,1.25,0.89,2.14,1.07,1.96,1.44,0.88,2.31,1.21,2.09,2019-2020
50.0,Liverpool,Premier League,24.0,26.6,62.9,38.0,418.0,3420.0,38.0,83.0,69.0,152.0,78.0,5.0,5.0,38.0,1.0,68.9,65.0,53.0,118.0,967.0,1941.0,2.18,1.82,4.0,2.05,3.87,1.81,1.39,3.21,1.71,3.1,2019-2020
51.0,Lyon,Ligue 1,27.0,24.8,56.2,28.0,308.0,2520.0,28.0,42.0,29.0,71.0,37.0,5.0,6.0,50.0,4.0,37.6,33.0,25.2,58.2,563.0,1208.0,1.5,1.04,2.54,1.32,2.36,1.34,0.9,2.24,1.18,2.08,2019-2020
52.0,Mainz 05,Bundesliga,25.0,24.6,43.2,34.0,374.0,3060.0,34.0,42.0,34.0,76.0,39.0,3.0,3.0,75.0,3.0,48.2,45.8,37.4,83.2,524.0,1146.0,1.24,1.0,2.24,1.15,2.15,1.42,1.1,2.52,1.35,2.45,2019-2020
53.0,Mallorca,La Liga,32.0,26.8,45.0,38.0,418.0,3420.0,38.0,39.0,21.0,60.0,31.0,8.0,10.0,93.0,5.0,41.1,33.3,25.4,58.7,740.0,1210.0,1.03,0.55,1.58,0.82,1.37,1.08,0.67,1.75,0.88,1.55,2019-2020
54.0,Manchester City,Premier League,24.0,26.9,66.2,38.0,418.0,3420.0,38.0,100.0,69.0,169.0,94.0,6.0,11.0,64.0,4.0,92.0,83.6,68.4,152.0,1199.0,2460.0,2.63,1.82,4.45,2.47,4.29,2.42,1.8,4.22,2.2,4.0,2019-2020
55.0,Manchester Utd,Premier League,29.0,24.8,55.8,38.0,418.0,3420.0,38.0,65.0,43.0,108.0,55.0,10.0,14.0,73.0,0.0,62.2,51.2,38.5,89.7,926.0,1788.0,1.71,1.13,2.84,1.45,2.58,1.64,1.01,2.65,1.35,2.36,2019-2020
56.0,Marseille,Ligue 1,23.0,27.1,53.5,28.0,308.0,2520.0,28.0,38.0,28.0,66.0,34.0,4.0,6.0,68.0,3.0,36.2,31.6,25.8,57.5,639.0,1107.0,1.36,1.0,2.36,1.21,2.21,1.29,0.92,2.22,1.13,2.05,2019-2020
57.0,Metz,Ligue 1,24.0,25.9,45.3,28.0,308.0,2520.0,28.0,27.0,20.0,47.0,25.0,2.0,4.0,45.0,4.0,27.1,24.0,18.0,41.9,578.0,845.0,0.96,0.71,1.68,0.89,1.61,0.97,0.64,1.61,0.86,1.5,2019-2020
58.0,Milan,Serie A,32.0,24.6,54.9,38.0,418.0,3420.0,38.0,60.0,38.0,98.0,52.0,8.0,9.0,97.0,6.0,62.8,56.0,46.0,101.9,816.0,1717.0,1.58,1.0,2.58,1.37,2.37,1.65,1.21,2.86,1.47,2.68,2019-2020
59.0,Monaco,Ligue 1,28.0,26.0,50.9,28.0,308.0,2520.0,28.0,44.0,29.0,73.0,40.0,4.0,4.0,61.0,10.0,48.9,45.7,33.1,78.8,646.0,1302.0,1.57,1.04,2.61,1.43,2.46,1.74,1.18,2.93,1.63,2.82,2019-2020
60.0,Montpellier,Ligue 1,27.0,28.5,47.6,28.0,308.0,2520.0,28.0,33.0,19.0,52.0,31.0,2.0,5.0,57.0,5.0,35.3,31.3,23.2,54.6,425.0,1104.0,1.18,0.68,1.86,1.11,1.79,1.26,0.83,2.09,1.12,1.95,2019-2020
61.0,Nantes,Ligue 1,29.0,25.4,48.0,28.0,308.0,2520.0,28.0,23.0,16.0,39.0,21.0,2.0,2.0,52.0,2.0,30.2,28.7,23.6,52.4,548.0,1034.0,0.82,0.57,1.39,0.75,1.32,1.08,0.84,1.92,1.03,1.87,2019-2020
62.0,Napoli,Serie A,25.0,26.9,59.2,38.0,418.0,3420.0,38.0,60.0,45.0,105.0,55.0,5.0,5.0,73.0,2.0,61.7,57.8,46.8,104.6,979.0,2024.0,1.58,1.18,2.76,1.45,2.63,1.62,1.23,2.85,1.52,2.75,2019-2020
63.0,Newcastle Utd,Premier League,28.0,26.5,39.0,38.0,418.0,3420.0,38.0,38.0,29.0,67.0,38.0,0.0,1.0,66.0,3.0,35.5,34.8,26.9,61.7,537.0,844.0,1.0,0.76,1.76,1.0,1.76,0.94,0.71,1.64,0.91,1.62,2019-2020
64.0,Nice,Ligue 1,31.0,23.9,54.6,28.0,308.0,2520.0,28.0,41.0,30.0,71.0,36.0,5.0,5.0,58.0,7.0,35.7,31.9,24.9,56.8,499.0,1260.0,1.46,1.07,2.54,1.29,2.36,1.28,0.89,2.17,1.14,2.03,2019-2020
65.0,Nîmes,Ligue 1,28.0,25.4,45.0,28.0,308.0,2520.0,28.0,29.0,20.0,49.0,27.0,2.0,2.0,44.0,6.0,30.3,28.7,22.2,50.9,421.0,959.0,1.04,0.71,1.75,0.96,1.68,1.08,0.79,1.87,1.03,1.82,2019-2020
66.0,Norwich City,Premier League,30.0,26.0,49.3,38.0,418.0,3420.0,38.0,25.0,18.0,43.0,23.0,2.0,2.0,68.0,3.0,37.0,35.4,27.4,62.8,673.0,1169.0,0.66,0.47,1.13,0.61,1.08,0.97,0.72,1.69,0.93,1.65,2019-2020
67.0,Osasuna,La Liga,31.0,27.7,47.4,38.0,418.0,3420.0,38.0,46.0,26.0,72.0,38.0,8.0,8.0,110.0,6.0,49.4,43.2,34.4,77.6,562.0,1359.0,1.21,0.68,1.89,1.0,1.68,1.3,0.91,2.21,1.14,2.04,2019-2020
68.0,Paderborn 07,Bundesliga,27.0,25.7,45.9,34.0,374.0,3060.0,34.0,37.0,26.0,63.0,35.0,2.0,4.0,84.0,3.0,39.2,36.1,26.8,62.9,682.0,1009.0,1.09,0.76,1.85,1.03,1.79,1.15,0.79,1.94,1.06,1.85,2019-2020
69.0,Paris S-G,Ligue 1,31.0,27.2,65.2,27.0,297.0,2430.0,27.0,71.0,51.0,122.0,65.0,6.0,8.0,51.0,1.0,74.2,67.9,54.4,122.3,711.0,1681.0,2.63,1.89,4.52,2.41,4.3,2.75,2.01,4.76,2.51,4.53,2019-2020
70.0,Parma,Serie A,25.0,28.8,43.8,38.0,418.0,3420.0,38.0,53.0,38.0,91.0,49.0,4.0,6.0,81.0,1.0,48.4,43.7,33.9,77.6,673.0,1227.0,1.39,1.0,2.39,1.29,2.29,1.27,0.89,2.17,1.15,2.04,2019-2020
71.0,RB Leipzig,Bundesliga,29.0,24.2,55.3,34.0,374.0,3060.0,34.0,81.0,58.0,139.0,76.0,5.0,5.0,53.0,3.0,71.3,67.6,54.4,122.0,759.0,1700.0,2.38,1.71,4.09,2.24,3.94,2.1,1.6,3.7,1.99,3.59,2019-2020
72.0,Real Madrid,La Liga,26.0,27.6,58.8,38.0,418.0,3420.0,38.0,69.0,52.0,121.0,58.0,11.0,11.0,82.0,4.0,67.9,59.2,49.9,109.1,951.0,1972.0,1.82,1.37,3.18,1.53,2.89,1.79,1.31,3.1,1.56,2.87,2019-2020
73.0,Real Sociedad,La Liga,27.0,24.8,56.2,38.0,418.0,3420.0,38.0,54.0,38.0,92.0,50.0,4.0,5.0,79.0,2.0,48.9,45.1,35.4,80.5,737.0,1588.0,1.42,1.0,2.42,1.32,2.32,1.29,0.93,2.22,1.19,2.12,2019-2020
74.0,Reims,Ligue 1,26.0,25.3,48.9,28.0,308.0,2520.0,28.0,26.0,16.0,42.0,21.0,5.0,5.0,57.0,5.0,30.6,26.7,22.1,48.9,597.0,1042.0,0.93,0.57,1.5,0.75,1.32,1.09,0.79,1.88,0.96,1.75,2019-2020
75.0,Rennes,Ligue 1,26.0,25.5,49.6,28.0,308.0,2520.0,28.0,37.0,26.0,63.0,34.0,3.0,5.0,51.0,1.0,37.1,33.4,25.6,59.0,557.0,936.0,1.32,0.93,2.25,1.21,2.14,1.33,0.91,2.24,1.19,2.11,2019-2020
76.0,Roma,Serie A,31.0,26.9,52.7,38.0,418.0,3420.0,38.0,73.0,47.0,120.0,61.0,12.0,14.0,111.0,7.0,73.2,62.8,48.6,111.3,944.0,1651.0,1.92,1.24,3.16,1.61,2.84,1.93,1.28,3.21,1.65,2.93,2019-2020
77.0,Saint-Étienne,Ligue 1,31.0,27.0,48.2,28.0,308.0,2520.0,28.0,28.0,20.0,48.0,23.0,5.0,5.0,61.0,3.0,31.4,27.6,20.2,47.8,515.0,979.0,1.0,0.71,1.71,0.82,1.54,1.12,0.72,1.84,0.99,1.71,2019-2020
78.0,Sampdoria,Serie A,31.0,26.0,42.7,38.0,418.0,3420.0,38.0,48.0,25.0,73.0,39.0,9.0,12.0,111.0,7.0,50.2,40.8,30.8,71.6,613.0,1369.0,1.26,0.66,1.92,1.03,1.68,1.32,0.81,2.13,1.07,1.89,2019-2020
79.0,Sassuolo,Serie A,31.0,26.4,57.5,38.0,418.0,3420.0,38.0,69.0,49.0,118.0,64.0,5.0,6.0,99.0,3.0,52.9,48.2,39.2,87.4,902.0,1590.0,1.82,1.29,3.11,1.68,2.97,1.39,1.03,2.42,1.27,2.3,2019-2020
80.0,Schalke 04,Bundesliga,29.0,24.6,49.0,34.0,374.0,3060.0,34.0,35.0,25.0,60.0,33.0,2.0,2.0,64.0,2.0,37.8,36.2,25.5,61.7,603.0,1201.0,1.03,0.74,1.76,0.97,1.71,1.11,0.75,1.86,1.07,1.82,2019-2020
81.0,Sevilla,La Liga,26.0,27.7,57.9,38.0,418.0,3420.0,38.0,53.0,35.0,88.0,46.0,7.0,7.0,97.0,1.0,53.2,47.9,38.4,86.3,803.0,1823.0,1.39,0.92,2.32,1.21,2.13,1.4,1.01,2.41,1.26,2.27,2019-2020
82.0,Sheffield Utd,Premier League,26.0,26.9,43.1,38.0,418.0,3420.0,38.0,36.0,25.0,61.0,35.0,1.0,1.0,63.0,2.0,43.0,42.2,34.0,76.3,493.0,1352.0,0.95,0.66,1.61,0.92,1.58,1.13,0.9,2.03,1.11,2.01,2019-2020
83.0,Southampton,Premier League,25.0,25.9,48.9,38.0,418.0,3420.0,38.0,51.0,32.0,83.0,49.0,2.0,5.0,55.0,4.0,56.1,52.1,36.4,88.5,628.0,1335.0,1.34,0.84,2.18,1.29,2.13,1.48,0.96,2.43,1.37,2.33,2019-2020
84.0,SPAL,Serie A,34.0,27.5,46.9,38.0,418.0,3420.0,38.0,27.0,17.0,44.0,22.0,5.0,7.0,98.0,4.0,40.7,35.2,26.5,61.7,696.0,1236.0,0.71,0.45,1.16,0.58,1.03,1.07,0.7,1.77,0.93,1.62,2019-2020
85.0,Strasbourg,Ligue 1,25.0,25.8,49.6,27.0,297.0,2430.0,27.0,32.0,21.0,53.0,29.0,3.0,4.0,47.0,1.0,34.2,31.1,22.9,54.0,492.0,982.0,1.19,0.78,1.96,1.07,1.85,1.27,0.85,2.11,1.15,2.0,2019-2020
86.0,Torino,Serie A,27.0,27.3,47.4,38.0,418.0,3420.0,38.0,44.0,29.0,73.0,37.0,7.0,8.0,96.0,7.0,44.8,39.4,30.3,69.6,843.0,1220.0,1.16,0.76,1.92,0.97,1.74,1.18,0.8,1.98,1.04,1.83,2019-2020
87.0,Tottenham,Premier League,29.0,26.7,52.0,38.0,418.0,3420.0,38.0,56.0,39.0,95.0,53.0,3.0,4.0,84.0,3.0,47.9,44.7,32.6,77.3,768.0,1410.0,1.47,1.03,2.5,1.39,2.42,1.26,0.86,2.12,1.18,2.03,2019-2020
88.0,Toulouse,Ligue 1,30.0,25.1,44.2,28.0,308.0,2520.0,28.0,21.0,14.0,35.0,17.0,4.0,6.0,49.0,5.0,31.7,27.2,19.6,46.8,556.0,949.0,0.75,0.5,1.25,0.61,1.11,1.13,0.7,1.84,0.97,1.67,2019-2020
89.0,Udinese,Serie A,25.0,26.5,44.7,38.0,418.0,3420.0,38.0,37.0,26.0,63.0,37.0,0.0,0.0,77.0,3.0,41.6,41.6,33.5,75.2,709.0,1274.0,0.97,0.68,1.66,0.97,1.66,1.1,0.88,1.98,1.1,1.98,2019-2020
90.0,Union Berlin,Bundesliga,26.0,27.7,41.9,34.0,374.0,3060.0,34.0,38.0,27.0,65.0,34.0,4.0,5.0,71.0,5.0,41.4,37.6,28.0,65.7,387.0,944.0,1.12,0.79,1.91,1.0,1.79,1.22,0.82,2.04,1.11,1.93,2019-2020
91.0,Valencia,La Liga,28.0,27.0,49.0,38.0,418.0,3420.0,38.0,45.0,34.0,79.0,40.0,5.0,8.0,80.0,8.0,43.3,37.2,31.7,68.9,671.0,1378.0,1.18,0.89,2.08,1.05,1.95,1.14,0.83,1.97,0.98,1.81,2019-2020
92.0,Valladolid,La Liga,30.0,27.1,44.7,38.0,418.0,3420.0,38.0,31.0,19.0,50.0,28.0,3.0,6.0,84.0,0.0,36.6,32.1,24.0,56.1,510.0,1106.0,0.82,0.5,1.32,0.74,1.24,0.96,0.63,1.59,0.85,1.48,2019-2020
93.0,Villarreal,La Liga,25.0,27.6,52.9,38.0,418.0,3420.0,38.0,62.0,40.0,102.0,52.0,10.0,11.0,78.0,1.0,63.6,55.2,43.1,98.3,694.0,1483.0,1.63,1.05,2.68,1.37,2.42,1.67,1.13,2.81,1.45,2.59,2019-2020
94.0,Watford,Premier League,26.0,28.9,42.9,38.0,418.0,3420.0,38.0,35.0,21.0,56.0,28.0,7.0,8.0,80.0,3.0,48.9,42.6,31.4,74.0,578.0,1168.0,0.92,0.55,1.47,0.74,1.29,1.29,0.83,2.11,1.12,1.95,2019-2020
95.0,Werder Bremen,Bundesliga,30.0,26.7,48.8,34.0,374.0,3060.0,34.0,40.0,30.0,70.0,37.0,3.0,6.0,80.0,4.0,39.4,34.7,25.8,60.5,509.0,1309.0,1.18,0.88,2.06,1.09,1.97,1.16,0.76,1.92,1.02,1.78,2019-2020
96.0,West Ham,Premier League,29.0,27.4,44.1,38.0,418.0,3420.0,38.0,49.0,36.0,85.0,45.0,4.0,4.0,64.0,1.0,48.6,45.4,36.7,82.2,666.0,1377.0,1.29,0.95,2.24,1.18,2.13,1.28,0.97,2.24,1.2,2.16,2019-2020
97.0,Wolfsburg,Bundesliga,26.0,26.0,48.4,34.0,374.0,3060.0,34.0,48.0,33.0,81.0,44.0,4.0,4.0,71.0,4.0,52.8,49.7,37.9,87.6,620.0,1247.0,1.41,0.97,2.38,1.29,2.26,1.55,1.11,2.67,1.46,2.58,2019-2020
98.0,Wolves,Premier League,21.0,26.6,48.3,38.0,418.0,3420.0,38.0,49.0,34.0,83.0,45.0,4.0,4.0,61.0,2.0,54.1,51.0,37.5,88.5,858.0,1338.0,1.29,0.89,2.18,1.18,2.08,1.42,0.99,2.41,1.34,2.33,2019-2020
1.0,Alavés,La Liga,30.0,28.7,42.8,38.0,418.0,3420.0,38.0,35.0,21.0,56.0,30.0,5.0,8.0,96.0,8.0,42.6,36.4,27.4,63.7,404.0,938.0,0.92,0.55,1.47,0.79,1.34,1.12,0.72,1.84,0.96,1.68,2020-2021
2.0,Angers,Ligue 1,31.0,27.9,46.4,38.0,418.0,3420.0,38.0,40.0,23.0,63.0,35.0,5.0,6.0,65.0,2.0,41.6,36.9,26.4,63.3,614.0,1435.0,1.05,0.61,1.66,0.92,1.53,1.1,0.7,1.79,0.97,1.67,2020-2021
3.0,Arminia,Bundesliga,26.0,26.0,42.3,34.0,374.0,3060.0,34.0,23.0,16.0,39.0,22.0,1.0,2.0,52.0,1.0,32.9,31.3,23.9,55.2,358.0,880.0,0.68,0.47,1.15,0.65,1.12,0.97,0.7,1.67,0.92,1.62,2020-2021
4.0,Arsenal,Premier League,29.0,25.9,53.5,38.0,418.0,3420.0,38.0,53.0,38.0,91.0,47.0,6.0,6.0,49.0,5.0,51.8,47.0,35.1,82.1,758.0,1760.0,1.39,1.0,2.39,1.24,2.24,1.36,0.92,2.29,1.24,2.16,2020-2021
5.0,Aston Villa,Premier League,24.0,25.2,48.5,38.0,418.0,3420.0,38.0,52.0,38.0,90.0,47.0,5.0,6.0,71.0,4.0,52.5,47.9,37.4,85.3,629.0,1420.0,1.37,1.0,2.37,1.24,2.24,1.38,0.98,2.37,1.26,2.25,2020-2021
6.0,Atalanta,Serie A,30.0,27.3,54.6,38.0,418.0,3420.0,38.0,90.0,65.0,155.0,84.0,6.0,7.0,67.0,3.0,74.7,69.3,55.5,124.7,874.0,2077.0,2.37,1.71,4.08,2.21,3.92,1.97,1.46,3.43,1.82,3.28,2020-2021
7.0,Athletic Club,La Liga,27.0,26.6,49.9,38.0,418.0,3420.0,38.0,43.0,31.0,74.0,39.0,4.0,5.0,82.0,3.0,43.1,39.2,31.3,70.5,685.0,1496.0,1.13,0.82,1.95,1.03,1.84,1.13,0.82,1.96,1.03,1.86,2020-2021
8.0,Atlético Madrid,La Liga,25.0,27.3,52.3,38.0,418.0,3420.0,38.0,65.0,54.0,119.0,60.0,5.0,7.0,100.0,0.0,52.8,47.2,40.6,87.8,694.0,1604.0,1.71,1.42,3.13,1.58,3.0,1.39,1.07,2.46,1.24,2.31,2020-2021
9.0,Augsburg,Bundesliga,25.0,27.0,41.4,34.0,374.0,3060.0,34.0,35.0,23.0,58.0,33.0,2.0,5.0,71.0,4.0,37.3,33.4,25.9,59.3,431.0,987.0,1.03,0.68,1.71,0.97,1.65,1.1,0.76,1.86,0.98,1.74,2020-2021
10.0,Barcelona,La Liga,25.0,26.4,65.5,38.0,418.0,3420.0,38.0,80.0,51.0,131.0,76.0,4.0,8.0,72.0,2.0,73.5,67.1,53.2,120.2,972.0,2157.0,2.11,1.34,3.45,2.0,3.34,1.94,1.4,3.33,1.77,3.16,2020-2021
11.0,Bayern Munich,Bundesliga,29.0,27.3,60.7,34.0,374.0,3060.0,34.0,98.0,75.0,173.0,89.0,9.0,10.0,44.0,3.0,75.9,68.1,55.2,123.3,829.0,2084.0,2.88,2.21,5.09,2.62,4.82,2.23,1.62,3.86,2.0,3.63,2020-2021
12.0,Benevento,Serie A,29.0,28.7,42.6,38.0,418.0,3420.0,38.0,40.0,26.0,66.0,35.0,5.0,7.0,95.0,5.0,40.6,35.0,27.6,62.6,512.0,1096.0,1.05,0.68,1.74,0.92,1.61,1.07,0.73,1.79,0.92,1.65,2020-2021
13.0,Betis,La Liga,25.0,27.9,53.6,38.0,418.0,3420.0,38.0,50.0,35.0,85.0,42.0,8.0,11.0,93.0,8.0,49.1,40.5,33.4,73.9,694.0,1441.0,1.32,0.92,2.24,1.11,2.03,1.29,0.88,2.17,1.07,1.94,2020-2021
14.0,Bologna,Serie A,37.0,27.2,50.8,38.0,418.0,3420.0,38.0,49.0,38.0,87.0,46.0,3.0,4.0,82.0,4.0,54.6,51.1,39.0,90.1,706.0,1516.0,1.29,1.0,2.29,1.21,2.21,1.44,1.03,2.47,1.34,2.37,2020-2021
15.0,Bordeaux,Ligue 1,28.0,27.6,49.8,38.0,418.0,3420.0,38.0,41.0,32.0,73.0,37.0,4.0,4.0,78.0,4.0,43.5,40.4,31.4,71.7,644.0,1303.0,1.08,0.84,1.92,0.97,1.82,1.14,0.83,1.97,1.06,1.89,2020-2021
16.0,Brest,Ligue 1,26.0,24.9,49.3,38.0,418.0,3420.0,38.0,48.0,31.0,79.0,45.0,3.0,4.0,62.0,4.0,50.0,46.8,36.0,82.8,685.0,1438.0,1.26,0.82,2.08,1.18,2.0,1.32,0.95,2.26,1.23,2.18,2020-2021
17.0,Brighton,Premier League,27.0,25.8,51.1,38.0,418.0,3420.0,38.0,39.0,24.0,63.0,33.0,6.0,9.0,49.0,6.0,50.9,43.8,33.2,77.0,685.0,1516.0,1.03,0.63,1.66,0.87,1.5,1.34,0.87,2.21,1.15,2.03,2020-2021
18.0,Burnley,Premier League,25.0,28.3,42.1,38.0,418.0,3420.0,38.0,32.0,20.0,52.0,29.0,3.0,3.0,48.0,0.0,39.3,36.9,27.7,64.6,389.0,1012.0,0.84,0.53,1.37,0.76,1.29,1.03,0.73,1.76,0.97,1.7,2020-2021
19.0,Cádiz,La Liga,34.0,28.8,34.8,38.0,418.0,3420.0,38.0,33.0,16.0,49.0,29.0,4.0,4.0,81.0,3.0,34.7,31.6,20.4,52.0,455.0,854.0,0.87,0.42,1.29,0.76,1.18,0.91,0.54,1.45,0.83,1.37,2020-2021
20.0,Cagliari,Serie A,32.0,26.5,44.8,38.0,418.0,3420.0,38.0,43.0,30.0,73.0,39.0,4.0,5.0,77.0,3.0,47.1,43.4,34.0,77.5,589.0,1228.0,1.13,0.79,1.92,1.03,1.82,1.24,0.9,2.14,1.14,2.04,2020-2021
21.0,Celta Vigo,La Liga,30.0,26.6,53.3,38.0,418.0,3420.0,38.0,55.0,39.0,94.0,48.0,7.0,7.0,109.0,5.0,50.4,44.9,36.7,81.6,514.0,1308.0,1.45,1.03,2.47,1.26,2.29,1.33,0.97,2.29,1.18,2.15,2020-2021
22.0,Chelsea,Premier League,27.0,26.0,60.9,38.0,418.0,3420.0,38.0,56.0,38.0,94.0,48.0,8.0,10.0,51.0,3.0,62.4,54.5,41.5,96.0,895.0,1798.0,1.47,1.0,2.47,1.26,2.26,1.64,1.09,2.73,1.43,2.53,2020-2021
23.0,Crotone,Serie A,31.0,27.8,46.3,38.0,418.0,3420.0,38.0,44.0,27.0,71.0,35.0,9.0,9.0,89.0,4.0,40.4,33.4,23.9,57.2,582.0,1217.0,1.16,0.71,1.87,0.92,1.63,1.06,0.63,1.69,0.88,1.51,2020-2021
24.0,Crystal Palace,Premier League,24.0,29.1,40.6,38.0,418.0,3420.0,38.0,39.0,29.0,68.0,36.0,3.0,4.0,56.0,2.0,34.1,31.0,23.6,54.6,526.0,1132.0,1.03,0.76,1.79,0.95,1.71,0.9,0.62,1.52,0.82,1.44,2020-2021
25.0,Dijon,Ligue 1,33.0,25.7,46.2,38.0,418.0,3420.0,38.0,25.0,15.0,40.0,22.0,3.0,5.0,76.0,5.0,33.7,29.9,22.6,52.6,528.0,1204.0,0.66,0.39,1.05,0.58,0.97,0.89,0.6,1.48,0.79,1.38,2020-2021
26.0,Dortmund,Bundesliga,26.0,25.6,59.6,34.0,374.0,3060.0,34.0,74.0,57.0,131.0,71.0,3.0,7.0,44.0,1.0,66.2,60.4,51.2,111.5,763.0,1745.0,2.18,1.68,3.85,2.09,3.76,1.95,1.5,3.45,1.78,3.28,2020-2021
27.0,Eibar,La Liga,30.0,28.2,49.3,38.0,418.0,3420.0,38.0,29.0,20.0,49.0,25.0,4.0,9.0,71.0,3.0,45.2,38.3,29.9,68.2,507.0,1295.0,0.76,0.53,1.29,0.66,1.18,1.19,0.79,1.98,1.01,1.79,2020-2021
28.0,Eint Frankfurt,Bundesliga,25.0,27.2,53.7,34.0,374.0,3060.0,34.0,63.0,52.0,115.0,55.0,8.0,8.0,82.0,1.0,58.5,52.2,44.0,96.2,664.0,1548.0,1.85,1.53,3.38,1.62,3.15,1.72,1.29,3.01,1.54,2.83,2020-2021
29.0,Elche,La Liga,30.0,28.1,47.5,38.0,418.0,3420.0,38.0,33.0,25.0,58.0,31.0,2.0,3.0,99.0,3.0,29.9,27.5,21.8,49.4,500.0,927.0,0.87,0.66,1.53,0.82,1.47,0.79,0.57,1.36,0.72,1.3,2020-2021
30.0,Everton,Premier League,29.0,26.3,46.4,38.0,418.0,3420.0,38.0,45.0,32.0,77.0,41.0,4.0,5.0,59.0,2.0,45.7,41.9,30.7,72.6,604.0,1184.0,1.18,0.84,2.03,1.08,1.92,1.2,0.81,2.01,1.1,1.91,2020-2021
31.0,Fiorentina,Serie A,30.0,26.6,46.3,38.0,418.0,3420.0,38.0,44.0,31.0,75.0,38.0,6.0,6.0,86.0,5.0,44.9,40.2,31.6,71.8,637.0,1353.0,1.16,0.82,1.97,1.0,1.82,1.18,0.83,2.01,1.06,1.89,2020-2021
32.0,Freiburg,Bundesliga,24.0,26.2,47.3,34.0,374.0,3060.0,34.0,51.0,34.0,85.0,45.0,6.0,6.0,62.0,0.0,45.5,40.9,29.5,70.4,463.0,1170.0,1.5,1.0,2.5,1.32,2.32,1.34,0.87,2.21,1.2,2.07,2020-2021
33.0,Fulham,Premier League,28.0,25.2,49.7,38.0,418.0,3420.0,38.0,26.0,18.0,44.0,23.0,3.0,6.0,67.0,3.0,40.5,35.9,26.3,62.2,727.0,1354.0,0.68,0.47,1.16,0.61,1.08,1.07,0.69,1.76,0.95,1.64,2020-2021
34.0,Genoa,Serie A,34.0,28.3,44.8,38.0,418.0,3420.0,38.0,46.0,32.0,78.0,42.0,4.0,4.0,87.0,2.0,38.8,35.6,26.4,62.0,523.0,1165.0,1.21,0.84,2.05,1.11,1.95,1.02,0.69,1.72,0.94,1.63,2020-2021
35.0,Getafe,La Liga,31.0,26.7,43.3,38.0,418.0,3420.0,38.0,27.0,14.0,41.0,24.0,3.0,5.0,120.0,7.0,34.4,30.5,23.6,54.1,443.0,1090.0,0.71,0.37,1.08,0.63,1.0,0.91,0.62,1.53,0.8,1.42,2020-2021
36.0,Gladbach,Bundesliga,23.0,26.9,51.7,34.0,374.0,3060.0,34.0,63.0,44.0,107.0,53.0,10.0,11.0,61.0,2.0,54.9,46.5,37.1,83.6,613.0,1371.0,1.85,1.29,3.15,1.56,2.85,1.62,1.09,2.71,1.37,2.46,2020-2021
37.0,Granada,La Liga,34.0,27.4,41.4,38.0,418.0,3420.0,38.0,47.0,30.0,77.0,44.0,3.0,5.0,97.0,6.0,41.1,37.3,26.8,64.0,411.0,975.0,1.24,0.79,2.03,1.16,1.95,1.08,0.7,1.79,0.98,1.68,2020-2021
38.0,Hellas Verona,Serie A,32.0,26.2,49.8,38.0,418.0,3420.0,38.0,38.0,30.0,68.0,35.0,3.0,3.0,91.0,1.0,45.3,43.0,33.5,76.5,599.0,1490.0,1.0,0.79,1.79,0.92,1.71,1.19,0.88,2.08,1.13,2.01,2020-2021
39.0,Hertha BSC,Bundesliga,32.0,25.4,49.6,34.0,374.0,3060.0,34.0,40.0,29.0,69.0,36.0,4.0,6.0,67.0,3.0,41.9,37.2,29.1,66.2,589.0,1176.0,1.18,0.85,2.03,1.06,1.91,1.23,0.86,2.09,1.09,1.95,2020-2021
40.0,Hoffenheim,Bundesliga,30.0,25.7,51.2,34.0,374.0,3060.0,34.0,51.0,38.0,89.0,46.0,5.0,6.0,68.0,4.0,51.9,47.3,37.4,84.6,581.0,1517.0,1.5,1.12,2.62,1.35,2.47,1.53,1.1,2.62,1.39,2.49,2020-2021
